年份,特材代碼,特材代碼前五碼,核價類別名稱,中英文品名,產品型號/規格,單位,支付點數,申請者簡稱,許可證字號
111, CFD0679010VZ,CFD06,PEGKIT胃造口術裝置組/首次使用(全套-PEGTUBE，SNARE，ADAPTER，RING，INTRODUCERNEEDLE，WIRE，CLAMP), FREKA PEG-SET GASTRIC(全套，含所有材料在內)福胃可胃造口術胃管套組（PEG TUBE，ADAPTER，RING，INTRODUCER NEEDLE，TUBING CLAMP),7901051;7901111;7751531, SET,4446.0,費森尤斯卡比,衛部醫器輸字第028986號
111, CFD0600031BA,CFD06,胃造口術裝置組/餵食管接頭," ""BARD""DUAL PORT FEEDING ADAPTOR 經皮內視鏡胃造口組:雙座餵食管接頭",000317;000318;000333, SET,195.0,巴德,衛署醫器輸字第012678號
111, CFD06PEGJ1CK,CFD06,胃造口術裝置組配件/空腸餵食管," ""COOK""GASTROSTOMY DEVICES/ACCESSORIES-JEJUNAL FEEDING TUBE ""曲克""胃造口術器材配件-空腸餵食管※適應症請見備註欄",PEGJ-12-24;PEGJ-12-24-I;(PEGJ-12-24-S;95-S;I-S;自100年4月1日生效);(PEGJ-12-24；PEGJ-12-24-I自1070301起刪除), EA,3277.0,曲克,衛署醫器輸字第016870號
111, CFD0612LVN9K,CFD06,胃造口術裝置組配件/Balloon型替換管," ""愛諾生"" 胃造?管""AVANOS"" GASTROSTOMY TUBE",0100-18;20;22;24;26;28;30;0100-12LV;14LV;16LV, 條,1520.0,世新,衛署醫器輸字第014317號
111, CFD068000NCL,CFD06,胃造口術裝置組配件/Balloon型替換管, GASTROSTOMY TUBE BALLOON FEEDING TUBE 胃造口術器材配件/BALLOON型替換管※適應症請見備註欄,8000001985:1987;8000002162:2168;0022650120;0140;0160;0180, EA,1520.0,世新,衛署醫器輸字第019217號
111, CFD06BRT01CK,CFD06,胃造口術裝置組配件/Balloon型替換管," ""COOK""GASTROSTOMY DEVICES/ACCESSORIES BALLOON FEEDING TUBE ""曲克""胃造口術器材配件/BALLOON型替換管※適應症請見備註欄",PEG-14-BRT;PEG-18-BRT;PEG-24-BRT;(PEG-14;18;24-BRT-S;自100年4月1日生效), EA,1520.0,曲克,衛署醫器輸字第016870號
111, CFD062019NFM,CFD06,胃造口術裝置組配件/Balloon型替換管," ""富強""胃造廔管 ""FORTUNE"" GASTROSTOMY CATHETERX *給付規定請見備註欄",2019-0012;0014;0016;0018;2019-0020;0022;0024;0026, EA,1520.0,富強,衛署醫器製字第001348號
111, CFD0600026BA,CFD06,胃造口術裝置組配件/低板胃造口術替換套含護理套組(鈕釦型替換管)," ""BARD"" BUTTON REPLACEMENT GASTROSTOMY DEVICE (BUTTON+OBTURATOR+BOLUS AND F-TUBES+DECOMP TUBE+SY)""巴德""鈕扣式置換胃造口組",000261:000263;000282:000287;000292;000293;000296, SET,4243.0,巴德,衛署醫器輸字第012678號
111, CFD06PASS1CK,CFD06,胃造口術裝置組配件/低板胃造口術替換套含護理套組(鈕釦型替換管), GASTROSTOMY DEVICES/ACCESSORIES  LOW PROFILE FEEDING TUBE 胃造口術器材配件/低板胃造口術替換套組(鈕釦型替換管)※適應症請見備註欄,PASS-20;24-1.2;1.7;2.4;3.4;4.4, EA,4243.0,曲克,衛署醫器輸字第016870號
111, CFD06PCK01CK,CFD06,胃造口術裝置組配件/護理套組," ""曲克""胃造口術器材配件/配件-低板胃造口術替換套組""COOK""GASTROSTOMY DEVICES/ACCESSORIES -LOW PROFILE FEEDING TUBE※適應症請見備註欄",PASS-PCK;PASS-PCK-I(PASS-PCK自1070301起刪除), 組,1462.0,曲克,衛署醫器輸字第016870號
111, CFD0601006BA,CFD06,PEG KIT胃造口術裝置組(半套/較整套短少RETRIEVAL SNARE)," ""BARD""PONSKY PULL PEG KIT (TUBE+WIRE+S+N+ADAP+BOL)""巴德""經皮內視鏡胃造口組(半套)",000644;000740;010060, SET,3634.0,巴德,衛署醫器輸字第012678號
111, CFD060644N9K,CFD06,PEG KIT胃造口術裝置組(半套/較整套短少RETRIEVAL SNARE)," ""愛諾生"" 經皮內視鏡胃造?組(半套)“AVANOS” PERCUTANEOUS ENDOSCOPIC GASTROSTOMY KIT (PEG KIT)",0644-14;0644-20;0644-24, 組,3634.0,世新,衛署醫器輸字第016781號
111, CFE04ECS10LY,CFE04,膠囊內視鏡, “奧林柏斯”膠囊內視鏡系統及其附件-膠囊內視鏡※適用於22-84歲“OLYMPUS” ENDOCAPSULE 10(EC-10) SYSTEM AND ACCESSORIES,EC-S10, 個,31526.0,元利,衛部醫器輸字第026900號
111, CFE04FGS037U,CFE04,膠囊內視鏡, 紀凡可吞式膠囊型腸胃道內視鏡攝影系統-內視鏡膠囊※可供10歲以上兒童使用PILLCAM ENDOSCOPY SYSTEM WITH PILLCAM SB3 CAPSULE - CAPSULE,FGS-0391;FGS-0395;FGS-0400, 個,31526.0,美敦力,衛部醫器輸字第029045號
111, CFE04SV300QU,CFE04,膠囊內視鏡, “膠視”膠囊內視鏡系統※適用於成人患者“CAPSOVISION” CAPSOCAM PLUS CAPSULE ENDOSCOPY SYSTEM,2795, 個,31526.0,理工,衛部醫器輸字第032850號
111, CFE04311746J,CFE04,膠囊內視鏡, “瑛美蒂”可吞式腸胃道膠囊攝影系統※適用於成年人“INTROMEDIC” CAPSULE ENDOSCOPE FOR MEDICAL USE,MC2000, 個,31526.0,實密,衛部醫器輸字第031174號
111, CFE04311756J,CFE04,膠囊內視鏡, “瑛美蒂”可吞式腸胃道膠囊攝影系統※適用於成人和兩歲以上之幼童“INTROMEDIC” CAPSULE ENDOSCOPE FOR MEDICAL USE,MC-1600, 個,31526.0,實密,衛部醫器輸字第031174號
111, CFE04237846J,CFE04,膠囊內視鏡," ""瑛美蒂""可吞式腸胃道膠囊攝影系統※適用於18歲以上""INTROMEDIC” CAPSULE ENDOSCOPE FOR MEDICAL USE",MC-1000, 個,31526.0,實密科技,衛署醫器輸字第023784號
111, CFE04MEC015C,CFE04,膠囊內視鏡, “鏡善”膠囊內視鏡系統-內視鏡膠囊※禁忌症：18歲以下及70歲以上之患者。“JINSHAN” OMOM CAPSULE ENDOSCOPY SYSTEM-CAPSULE,JS-MEC-1, 個,31526.0,德瑪凱,衛部醫器陸輸字第000946號
111, CGS04SLE3DBK,CGS04,特殊心律調節導線使用之可調彎導管," ""百多力""勝能特電極導入系統導管(特殊心律調節導線使用)""BIOTRONIK""SELECTRA 3D CATHETER FOR LEAD INTRODUCER SYSTEM",Selectra 3D-40;55;65-32;39；(Selectra 3D-40;55;65-32;39);(Selectra 3D-40;55;65-42自1101101生效), 組,2230.0,百多力,衛部醫器輸字第033605號
111, CGS04CC315M4,CGS04,特殊心律調節導線使用之可調彎導管," ""美敦力""輸送導管""MEDTRONIC""C315 DELIVERY CATHETER",C315-H20;H40;HIS;J;S4;S5;S10, 支,2230.0,美敦力,衛部醫器輸字第030914號
111, CKDD15553NBA,CKDD1,雙迴路透析導管組(CATH+NEEDLE+GUIDEWIRE+DILATOR半月型.同心圓), DUAL-LUMEN NIAGARA SLIM CATH DIALYSIS CATH KIT(C+N+G+D),5553-150;200;240, SET,1388.0,巴德,衛署醫器輸字第010190號
111, CKDD15554NBA,CKDD1,雙迴路透析導管組(CATH+NEEDLE+GUIDEWIRE+DILATOR半月型.同心圓), DUAL-LUMEN NIAGARA SLIM CATH DIALYSIS CATH KIT(C+N+G+D),5554-120;150;200, SET,1388.0,巴德,衛署醫器輸字第010190號
111, CKDD1K3500VC,CKDD1,雙迴路透析導管組(CATH+NEEDLE+GUIDEWIRE+DILATOR半月型.同心圓), DIALYSIS CATHETERS KIT(CATH+DILATOR+GUIDE WIRE+NEEDLE)12.5CM:24CM(自950401起型號更改為5678125.5678150.5678240.文號0940040227,DLK-3500/(5678125自950401生效);DLK-4000/(5678150自950401生效);DLK-4424/(5678240自950401生效), SET,1388.0,巴德,衛署醫器輸字第008537號
111, CKDD2D4000BA,CKDD2,雙迴路透析導管組(CATH+NEEDLE+GUIDEWIRE+DILATOR半月型.同心圓), DOUBLE LUMEN SUBCLAVIAN CANNULA 15CM(C+N+G+D)((自950401起型號更改為5577170文號0940040227),DLC-4000/(5577170自950401生效), EA,1388.0,巴德,衛署醫器輸字第008537號
111, CKDD2D4400BA,CKDD2,雙迴路透析導管組(CATH+NEEDLE+GUIDEWIRE+DILATOR半月型.同心圓), DOUBLE LUMEN SUBCLAVIAN CANNULA 20CM(C+N+G+D)((自950401起型號更改為5577175文號0940040227),DLC4400/(5577175自950401生效), EA,1388.0,巴德,衛署醫器輸字第008537號
111, CKDD2K4400BA,CKDD2,雙迴路透析導管組(CATH+NEEDLE+GUIDEWIRE+DILATOR半月型.同心圓), DOUBLE LUMEN SUBCLAVIAN CANNULA 20(C+N+G+D)(CM(自950401起型號更改為5678200文號0940040227),DLK-4400/(5678200自950401生效), EA,1388.0,巴德,衛署醫器輸字第008537號
111, CKDD122334BQ,CKDD1,雙迴路透析導管組(CATH+NEEDLE+GUIDEWIRE+DILATOR半月型.同心圓)," ""BIOTEQ""HEMODIALYSIS CATHETER KIT(2 LUMEN CATHETER+NEEDLE+GUIDE WIRE+DILATOR)血液透析導管組",BT-HD-KS2111:KS2113;KS2121:KS2123;KS2211:KS2213-0812:13525, SET,1388.0,邦特,衛署醫器製字第002904號
111, CKDD124334BQ,CKDD1,雙迴路透析導管組(CATH+NEEDLE+GUIDEWIRE+DILATOR半月型.同心圓)," ""BIOTEQ""2 LUMEN HEMODIALYSIS CATHETER KIT(C+N+G+D)血液透析導管組",BT-HD-KS2211-1215, SET,1388.0,邦特,衛署醫器製字第002904號
111, CKDD1135132C,CKDD1,雙迴路透析導管組(CATH+NEEDLE+GUIDEWIRE+DILATOR半月型.同心圓)," ""柯惠""急性血液透析導管(C+N+G+D)""Covidien"" Acute Hemodialysis Catheters(DUAL LUMEN) KIT",8888135131;8888135161;8888135191;8888135241(刪除產品型號8888135131自1080301生效), 組,1388.0,美敦力,衛署醫器輸字第009562號
111, CKDD1170052C,CKDD1,雙迴路透析導管組(CATH+NEEDLE+GUIDEWIRE+DILATOR半月型.同心圓)," ""柯惠""急性血液透析導管(C+N+G+D)""Covidien"" Acute Hemodialysis Catheters-MAHURKAR KIT",8813817005;8831661001, SET,1388.0,美敦力,衛署醫器輸字第009562號
111, CKDD1170092C,CKDD1,雙迴路透析導管組(CATH+NEEDLE+GUIDEWIRE+DILATOR半月型.同心圓)," ""柯惠""急性血液透析導管(C+N+G+D)""Covidien"" Acute Hemodialysis Catheters-MAHURKAR KIT，CURVED EXT.",8813817009;8832539007;8817143005(刪除產品型號8813817009;8817143005自1080301生效), 組,1388.0,美敦力,衛署醫器輸字第009562號
111, CKDD1212132C,CKDD1,雙迴路透析導管組(CATH+NEEDLE+GUIDEWIRE+DILATOR半月型.同心圓)," ""柯惠""瑪護卡伊利急性雙腔導管組""COVIDIEN"" MAHURKAR ELITE ACUTE DUAL LUMEN CATHETER",8888221213;8888221216;8888221220;8888221224;8888221230;8888222213;8888222216;8888222220;8888222224;8888223213;8888223216;8888223220;8888211213;8888211216;8888211220;8888211224;8888211230;8888212213;8888212216;8888212220;8888212224;8888213213;8888213216;8888213220, SET,1388.0,美敦力,衛部醫器輸字第025603號
111, CKDD1390032C,CKDD1,雙迴路透析導管組(CATH+NEEDLE+GUIDEWIRE+DILATOR半月型.同心圓)," ""柯惠""急性血液透析導管(C+N+G+D)""Covidien"" Acute Hemodialysis Catheters-MAHURKAR DUAL LUMEN KIT",8832539003, SET,1388.0,美敦力,衛署醫器輸字第009562號
111, CKDD1881SK2C,CKDD1,雙迴路透析導管組(CATH+NEEDLE+GUIDEWIRE+DILATOR半月型.同心圓)," ""柯惠""急性血液透析導管(C+N+G+D)""Covidien"" Acute Hemodialysis Catheters-MAHURKAR KIT",8817146001;8813793009, SET,1388.0,美敦力,衛署醫器輸字第009562號
111, CKDD1883CK2C,CKDD1,雙迴路透析導管組(CATH+NEEDLE+GUIDEWIRE+DILATOR半月型.同心圓)," ""柯惠""急性血液透析導管(C+N+G+D)""Covidien"" Acute Hemodialysis Catheters-MAHURKAR KIT，CURVED EXT.",8830415003;8832539006, SET,1388.0,美敦力,衛署醫器輸字第009562號
111, CKDD1883SK2C,CKDD1,雙迴路透析導管組(CATH+NEEDLE+GUIDEWIRE+DILATOR半月型.同心圓)," ""柯惠""急性血液透析導管(C+N+G+D)""Covidien"" Acute Hemodialysis Catheters-MAHURKAR KIT",8830415001;8832539001, SET,1388.0,美敦力,衛署醫器輸字第009562號
111, CKDD112122AR,CKDD1,雙迴路透析導管組(CATH+NEEDLE+GUIDEWIRE+DILATOR半月型.同心圓), LARGE-BORE MULTILUMEN HEMODIALYSIS CATHETER,CS-12122-F;CS-15122F, EA,1388.0,泰利福,衛署醫器輸字第008630號
111, CKDD122122AR,CKDD1,雙迴路透析導管組(CATH+NEEDLE+GUIDEWIRE+DILATOR半月型.同心圓)," ""ARROW""ARROWGARD CATHETERS SETS(CATH+NEEDLE+GUIDEWIRE+DILATOR+SHEATH) 2 LUMEN ""亞諾""抗感染安全尖端導管",CU-22122-F, SET,1388.0,泰利福,衛署醫器輸字第021560號
111, CKDD123122AR,CKDD1,雙迴路透析導管組(CATH+NEEDLE+GUIDEWIRE+DILATOR半月型.同心圓)," ""ARROW""ARROWGARD CATHETERS SETS(CATH+NEEDLE+GUIDEWIRE+DILATOR+SHEATH)2LUMEN""亞諾""抗感染安全尖端導管",CS-22122-F;CU-23122-F;CS-25122-F;CU-25122-F;(CS-26122-F自1020501生效), SET,1388.0,泰利福,衛署醫器輸字第021560號
111, CKDD1C2122AR,CKDD1,雙迴路透析導管組(CATH+NEEDLE+GUIDEWIRE+DILATOR半月型.同心圓)," ""亞諾""多腔式血液透析導管-雙腔(C+N+D+G+S)""ARROW"" MULTI-LUMEN HEMODIALYSIS CATHETER SET(C+N+D+G+S)",CS-12122-E;CS-12122-F;CS-15122-E;CS-15122-F(擴增CS-22122-F;CS-22142-F;CF;CS-25122-F;CS-25142-F;CF;CS-26142-F;CU-22122;23122;25122-F自1061101生效), 組,1388.0,泰利福,衛部醫器輸字第027821號
111, CKDD1M2122AR,CKDD1,雙迴路透析導管組(CATH+NEEDLE+GUIDEWIRE+DILATOR半月型.同心圓)," ""亞諾""多腔式血液透析導管-雙腔(C+N+D+G+S)""ARROW"" MULTI-LUMEN HEMODIALYSIS CATHETER-2 LUMEN SET (C+N+D+G+S)",CS-12122-F; CS-12122-E; CS-15122-F; CS-15122-E; CS-12142-F; CS-12142-CF;CS-15142-F;CS-15142-CF;CU-13122-F, 組,1388.0,泰利福,衛部醫器輸字第029052號
111, CKDD1XTP11M0,CKDD1,雙迴路透析導管組(CATH+NEEDLE+GUIDEWIRE+DILATOR半月型.同心圓), “美德康”短期血液透析導管與配件“MEDCOMP” SHORT-TERM HEMODIALYSIS CATHETERS AND ACCESSORIES,XTP114MTE;XTP116MTE;XTP118MTE;XTP119MTE;XTP114IJSE;XTP116IJSE;XTP118IJSE, 組,1388.0,景年,衛部醫器輸字第031934號
111, CKDD1XTP94M0,CKDD1,雙迴路透析導管組(CATH+NEEDLE+GUIDEWIRE+DILATOR半月型.同心圓), “美德康”短期血液透析導管與配件-小兒“MEDCOMP” SHORT-TERM HEMODIALYSIS CATHETERS AND ACCESSORIES,XTP94MT;XTP96MT;XTP98MT;T73M;T74M;T94M;T96M;T98M, 組,1388.0,景年,衛部醫器輸字第031934號
111, CKDD2L4424VC,CKDD2,雙迴路透析導管(半月型.同心圓)+dilator, 雙頭管路 DIALYSIS CATHETER(自950401起型號更改為5577180文號0940040227),DLC-4424/(5577180自950401生效), EA,724.0,巴德,衛署醫器輸字第008537號
111, CKDD154334BQ,CKDD1,雙迴路透析導管(半月型.同心圓)+dilator," ""BIOTEQ""HEMODIALYSIS CATHETER KIT""邦特""血液透析導管組(雙腔)",BT-HD-CS-2111:2113;2121:2123;2211:2213;3111:3113;3121:3123;3211:3213-0812:13525-D, EA,724.0,邦特,衛署醫器製字第002904號
111, CKDD115122AR,CKDD1,雙迴路透析導管(半月型.同心圓)+dilator, ARROW-HOWES LARGE-BORE MULTI-LUMEN HEMODIALYSIS CATHETER雙腔輸液導管組,MC-12122F;MC-15122F, SET,724.0,泰利福,衛署醫器輸字第008630號
111, CKDD20450NBA,CKDD2,雙迴路透析導管組(CATH+INTRODUCER KIT)/永植型, HICKMAN HEMODIALYSIS CATHETER KIT(CATH+INTRODUCER KIT)永植型,0600-450;460;470;660;680;690, EA,3509.0,巴德,衛署醫器輸字第010049號
111, CKDD20452NBA,CKDD2,雙迴路透析導管組(CATH+INTRODUCER KIT)/永植型, HICKMAN HEMODIALYSIS CATHETER KIT(CATH+INTRODUCER KIT)永植型,0600-452;462;472;662;682;692, EA,3509.0,巴德,衛署醫器輸字第010049號
111, CKDD257331BA,CKDD2,雙迴路透析導管組(CATH+INTRODUCER KIT)/永植型," ""BARD""HEMOSPLIT HEMODIALYSIS CATHETER(CATH+INTRODUCER KIT)""巴德""思伯利特血液透析導管.永植型",57-03;33-150;690;730;270;310;3505744270;57-04-150;190;230;27057-13;43-690;730;270;57-43-310;35057-04;14;34;44;-420, KIT,3509.0,巴德,衛署醫器輸字第016608號
111, CKDD25833NBA,CKDD2,雙迴路透析導管組(CATH+INTRODUCER KIT)/永植型," ""BARD""HemoStar HEMODIALYSIS CATHETER KITS(CATH+INTRODUCER KIT)永植型",5883-690;730;270;310;350;5884420;5833150;5833-690;730;270;310;350;5834420, KIT,3509.0,巴德,衛署醫器輸字第017776號
111, CKDD269033BA,CKDD2,雙迴路透析導管組(CATH+INTRODUCER KIT)/永植型," ""巴德""伊奎斯長期性血液透析導管""BARD"" EQUISTREAM LONG-TERM HEMODIALYSIS CATHETER",6903150;190;230;270;310;350;420;6905190;240;280;310;6913190;230;270;310;350;420;6915190;240;280;310, KIT,3509.0,巴德,衛部醫器輸字第025390號
111, CKDD2GL1DEBA,CKDD2,雙迴路透析導管組(CATH+INTRODUCER KIT)/永植型," ""巴德""葛萊帕斯長期性血液透析導管(CATH+INTRODUCER KIT)永植型""BARD""GLIDEPATH LONG-TERM HEMODIALYSIS CATHETER",6393-150;190;230;270;310;350;420;6396-190;240;280;310, 組,3509.0,巴德,衛部醫器輸字第033814號
111, CKDD2330742C,CKDD2,雙迴路透析導管組(CATH+INTRODUCER KIT)/永植型," ""柯惠""肯特利慢性血液透析導管""COVIDIEN""KENDALL CHRONIC HEMODIALYSIS CATHETERS-MAHURKAR 13.5FR CUFFED CATHETER KIT",8833074001:8833074004, SET,3509.0,美敦力,衛署醫器輸字第009666號
111, CKDD2450142C,CKDD2,雙迴路透析導管組(CATH+INTRODUCER KIT)/永植型," ""柯惠""沛霖卓導管組(永植型)""Covidien"" Palindrome Catheters kit(CATH+INTRODUCER KIT)",88881450-14:18, SET,3509.0,美敦力,衛署醫器輸字第019847號
111, CKDD2480012C,CKDD2,雙迴路透析導管組(CATH+INTRODUCER KIT)/永植型," ""柯惠""肯特利慢性血液透析導管""COVIDIEN""KENDALL CHRONIC HEMODIALYSIS CATHETERS-PERMCATH CATHETER KIT 36~45CM(CATH+INTRODUCER KIT)",8817748001;8817749001;8831692001, SET,3509.0,美敦力,衛署醫器輸字第009666號
111, CKDD2881452C,CKDD2,雙迴路透析導管組(CATH+INTRODUCER KIT)/永植型," ""柯惠""肯特利慢性血液透析導管""COVIDIEN""KENDALL CHRONIC HEMODIALYSIS CATHETERS-MAHURKAR MAXID 14.5FR.雙腔導管(CATH+INTRODUCER KIT)",8888145001:8888145004;8888145251:8888145254, SET,3509.0,美敦力,衛署醫器輸字第009666號
111, CKDD2SL12PM0,CKDD2,雙迴路透析導管組(CATH+INTRODUCER KIT)/永植型," ""MEDCOMP""SILICONE DOUBLE LUMEN CATHETERS AND ACCESSORIES(CATHETER+NEEDLE+GUIDE WIRE+DILATOR)""美德康""矽質血液透析導管與配件",SL12P-C;SL15-C;SL20-C;SL24-C, SET,3509.0,景年,衛署醫器輸字第021473號
111, CKDD2SL18PM0,CKDD2,雙迴路透析導管組(CATH+INTRODUCER KIT)/永植型," ""MEDCOMP""HEMO-CATH LONG TERM DIALYSIS CATHETERS (DOUBLE LUMEN )AND ACCESSORIES(CATHETER+INTRODUCER KIT)""美德康""長期矽質血液透析導管與配件",SL18P-C;SL24P-C;SL28-C;SL32-C;SL28PC-C;SL32PC-C, SET,3509.0,景年,衛署醫器輸字第021732號
111, CKDD260049BA,CKDD2,雙迴路透析導管/永植型, HICKMAN HEMODIALYSIS CATHETER永植型,600490, EA,2603.0,巴德,衛署醫器輸字第010049號
111, CKDD323334BQ,CKDD3,多迴路透析導管組(CATH+NEEDLE+GUIDEWIRE+DILATOR)," ""BIOTEQ""HEMODIALYSIS CATHETER KIT(3 LUMEN CATHETER+NEEDLE+GUIDE WIRE+DILATOR)血液透析導管組",BT-HD-KS3111:KS3113;KS3121:KS3123;KS3211:KS3213-0812:13525, SET,1738.0,邦特,衛署醫器製字第002904號
111, CKDD3456032C,CKDD3,多迴路透析導管組(CATH+NEEDLE+GUIDEWIRE+DILATOR)," ""柯惠""急性血液透析導管-三腔透析導管(C+N+G+D)""Covidien"" Acute Hemodialysis Catheters",8888345603;8888345611;8888345629;8888345637, SET,1738.0,美敦力,衛署醫器輸字第009562號
111, CKDD325123AR,CKDD3,多迴路透析導管組(CATH+NEEDLE+GUIDEWIRE+DILATOR)," ""ARROW""ARROWGARD CATHETERS SETS(CATH+NEEDLE+GUIDEWIRE+DILATOR+SHEATH) 3 LUMEN ""亞諾""抗感染安全尖端導管",CS-22123-F;CS-25123-E;CS-25123-F, SET,1738.0,泰利福,衛署醫器輸字第021560號
111, CKDD3C2123AR,CKDD3,多迴路透析導管組(CATH+NEEDLE+GUIDEWIRE+DILATOR)," ""亞諾""多腔式血液透析導管-參腔(C+N+D+G+S)""ARROW"" MULTI-LUMEN HEMODIALYSIS CATHETER SET (C+N+D+G+S)",CS-12123-E;CS-12123-F, 組,1738.0,泰利福,衛部醫器輸字第027821號
111, CKDD3M2123AR,CKDD3,多迴路透析導管組(CATH+NEEDLE+GUIDEWIRE+DILATOR)," ""亞諾""多腔式血液透析導管-參腔(C+N+D+G+S)""ARROW"" MULTI-LUMEN HEMODIALYSIS CATHETER-3 LUMEN SET(C+N+D+G+S)",CS-12123-F, 組,1738.0,泰利福,衛部醫器輸字第029052號
111, CKDD3XTP31M0,CKDD3,多迴路透析導管組(CATH+NEEDLE+GUIDEWIRE+DILATOR), “美德康”短期血液透析導管與配件-三腔“MEDCOMP” SHORT-TERM HEMODIALYSIS CATHETERS AND ACCESSORIES,XTP3114MT;XTP3116MT;XTP3118MT;XTP3119MT;XTP3114MTPC;XTP3116MTPC;XTP3118MTPC, 組,1738.0,景年,衛部醫器輸字第031934號
111, CKP01MC20XM0,CKP01,腹膜透析留置導管," ""美康""腹膜透析導管及配件""MEDCOMP""PERITONEAL DIALYSIS CATHETER AND ACCESSORIES",MC20XC;MC200301;MC200402;MDC31S;MDC32S;MPP46S;MPP60C, 條,1488.0,百特,衛部醫器輸字第030203號
111, CKP01MC232M0,CKP01,腹膜透析留置導管," ""美康""腹膜透析導管及配件""MEDCOMP""PERITONEAL DIALYSIS CATHETER AND ACCESSORIES",MC200-302;401;MDC-37;42;47-S;MDC-57;63-C;MSC31;37;42;46-S;MPP-41-S;MPP-40;57-C, 條,1488.0,百特,衛部醫器輸字第030213號
111, CKP010T2022C,CKP01,腹膜透析留置導管," ""柯惠""腹膜液透析導管系列""Covidien"" Peritoneal Dialysis Catheters(TENCKHOFF CATH T202)",8888-411405, 條,1488.0,美敦力,衛署醫器輸字第009550號
111, CKP018884N2C,CKP01,腹膜透析留置導管," ""柯惠""腹膜液透析導管系列""Covidien"" Peritoneal Dialysis Catheters(TENCKHOFF PEDIATRIC)",8888-414201;8888-414219;8888-414227;8888-414235, EA,1488.0,美敦力,衛署醫器輸字第009550號
111, CKP0119671FA,CKP01,腹膜透析留置導管, PD CATHETER,TENCKHOFF-CATHETER 916 5019671, SET,1488.0,費森尤斯,衛署醫器輸字第009607號
111, CKP04C4479BT,CKP04,腹膜透析管組, HOMECHOICE AUTOMATED PD SET全自動腹膜透析導管組,R5C4479, SET,224.0,百特,衛署醫器輸字第010417號
111, CKP04C8303BT,CKP04,腹膜透析管組," ""Baxter""HOMECHOICE PEDIATRIC /LOW RECIRCULATION VOLUME APD SET WITH CASSETTE小兒全自動腹膜透析導管組",R5C8303, SET,224.0,百特,衛署醫器輸字第010435號
111, CKP0413836FA,CKP04,腹膜透析管組/不含塑化劑(Plasticizers　Free)," ""FRESENIUS""PD ACCESSORIES SLEEP.SAFE SET/SET PLUS""費森尤斯""自動腹膜透析管組",5016931;(5015981;5015991自1010101刪除), SET,232.0,費森尤斯,衛署醫器輸字第013836號
111, CKUD1ARDS1CK,CKUD1,經皮腎臟擴張導管外鞘組/1導引組+3導管+10長導管+4外鞘," ""曲克""安培茲腎臟擴張器組(1導引組+3短導管+10長導管+4外套管)""COOK"" AMPLATZ RENAL DILATOR SET AND DILATORS",75000, 組,8367.0,曲克,衛署醫器輸字第011886號
111, CLPA21063KBT,CLPA2,居家化療藥物輸液器1日型(雙層含外殼）, 1日型 INFUSOR 輸液器(雙層含外殼)※適應症請見備註欄,2C1063KP, EA,900.0,百特,衛署醫器輸字第009259號
111, CLPA2AC0016W,CLPA2,居家化療藥物輸液器1日型(雙層含外殼）, 以和拋棄式輸液幫浦(100ML/24HRS)E-WHA DISPOSABLE INFUSION PUMP,AC1001, 組,900.0,費森尤斯卡比,衛署醫器輸字第022661號
